photo,prob,rune
images/img1.png,0.8,ᚦ
images/img2.png,0.8,ᚧ
images/img2.png,0.8,ᚧ
images/img2.png,0.8,ᚧ
images/img2.png,0.8,ᚧ
images/img2.png,0.8,ᚧ
